1887,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,cSCI
7530416G11Rik,1.30E-08,-0.859742963,0.028,0.054,0.000345342,0,0
Rasgrp2,6.41E-25,-0.862417348,0.086,0.167,1.71E-20,-0.738588162,0
Ssna1,5.03E-37,-0.863732141,0.175,0.304,1.34E-32,0,0
Rtl8b,7.55E-10,-0.864214524,0.043,0.077,2.01E-05,0,0
Oxsm,1.52E-07,-0.864810701,0.035,0.06,0.004042614,0,0
C1ql2,2.55E-13,-0.866776728,0.028,0.064,6.77E-09,0,0
Card19,5.87E-07,-0.867044017,0.028,0.051,0.015593659,0,0
Phkg1,1.22E-18,-0.872930023,0.173,0.258,3.24E-14,0,0
Tmem256,3.45E-27,-0.874660505,0.126,0.222,9.16E-23,0,0
Rplp0,7.48E-17,-0.875215672,0.069,0.127,1.99E-12,-0.353875062,0
Xab2,2.78E-11,-0.876450579,0.044,0.082,7.38E-07,0,0
Neurod6,9.40E-41,-0.877395205,0.156,0.286,2.50E-36,0,0
Tmem147,1.75E-28,-0.878907791,0.14,0.241,4.65E-24,0,0
Yif1b,1.07E-18,-0.879441797,0.062,0.122,2.85E-14,0,0
Prkg1,1.55E-15,-0.883899503,0.103,0.167,4.11E-11,0,0
Etv1,3.30E-121,-0.884153892,0.6,0.797,8.77E-117,-0.543858249,0
Ppdpf,2.66E-13,-0.887724442,0.041,0.082,7.08E-09,0,0
Rhd,6.75E-11,-0.891789195,0.041,0.077,1.80E-06,0,0
Zfp382,5.71E-15,-0.893373366,0.163,0.235,1.52E-10,0,0
Ifnar2,5.31E-19,-0.893642049,0.231,0.315,1.41E-14,-0.416090659,0
Nxph1,3.86E-08,-0.894469534,0.031,0.058,0.001025119,-1.065629811,0
B530045E10Rik,3.13E-22,-0.894629009,0.061,0.128,8.32E-18,-0.663837636,0
Cdk18,3.59E-09,-0.895138714,0.033,0.062,9.55E-05,0,0
Lrch4,1.14E-15,-0.895200518,0.06,0.112,3.03E-11,0,0
Hey2,9.62E-10,-0.897354079,0.024,0.051,2.56E-05,-0.357714786,0
Atp5g1,2.31E-83,-0.897407267,0.377,0.593,6.15E-79,0,0
Tubb4b,4.59E-49,-0.897765285,0.189,0.347,1.22E-44,0,0
Endog,7.95E-13,-0.898034994,0.056,0.101,2.11E-08,0,0
Hcrt,2.62E-81,-0.899868118,0.312,0.54,6.97E-77,0,0
Bmp6,2.53E-13,-0.902720219,0.067,0.117,6.73E-09,-0.606610168,-4.875853563
Lpcat4,2.13E-63,-0.904253412,0.286,0.474,5.66E-59,0,0
4930434J06Rik,3.42E-12,-0.904582118,0.034,0.07,9.09E-08,-1.143393646,-2.540736998
Dancr,2.44E-31,-0.906160596,0.135,0.243,6.49E-27,0,-0.348030614
Med29,7.40E-16,-0.90830527,0.055,0.108,1.97E-11,0,0
Rspo1,8.65E-07,-0.910235756,0.028,0.05,0.022984535,0,0
Smoc1,7.04E-08,-0.910847795,0.037,0.064,0.001872789,-0.343194203,0
Aldoa,1.51E-106,-0.913276144,0.453,0.681,4.02E-102,0.326926484,0.548883093
Lix1,7.08E-35,-0.919575924,0.148,0.265,1.88E-30,0,0
5430402P08Rik,1.45E-09,-0.920465127,0.027,0.054,3.86E-05,0,-0.366238083
Acacb,6.04E-09,-0.925383776,0.046,0.078,0.000160628,0,-1.810891507
Rmst,9.72E-16,-0.92666302,0.045,0.092,2.58E-11,0,0
Ctss,2.52E-09,-0.929997468,0.027,0.055,6.69E-05,-1.079352824,0
Tuba4a,1.20E-37,-0.932529129,0.158,0.281,3.18E-33,0,0
Tomm6,1.39E-30,-0.938276199,0.113,0.213,3.68E-26,0,0
Cyc1,4.57E-52,-0.941171307,0.24,0.404,1.21E-47,0,0
Cfap43,3.69E-18,-0.941429431,0.079,0.143,9.81E-14,0,0
Gadd45g,3.45E-15,-0.943575903,0.035,0.077,9.18E-11,-1.137998592,0
Mcrip2,1.57E-11,-0.960644805,0.045,0.083,4.18E-07,-0.413821145,0
Syne3,7.25E-10,-0.960753003,0.03,0.059,1.93E-05,0.892844787,0
Flt4,7.02E-12,-0.969226887,0.039,0.076,1.87E-07,-0.341001642,0
Ache,1.97E-27,-0.970531047,0.082,0.167,5.24E-23,0,0
Npas1,9.76E-12,-0.974445988,0.031,0.065,2.60E-07,-0.815274703,0
Aldh1a1,4.59E-22,-0.976246962,0.054,0.117,1.22E-17,-0.36855893,0
Klf10,1.39E-68,-0.978132336,0.229,0.423,3.68E-64,0,0
Shoc1,7.39E-36,-0.985280923,0.19,0.31,1.96E-31,0,0
Hist1h2bc,7.61E-16,-0.986005192,0.025,0.063,2.02E-11,-0.486032427,0
Tmem258,2.62E-25,-0.986142349,0.08,0.16,6.96E-21,0,0
Lama4,1.02E-10,-0.98727835,0.048,0.085,2.70E-06,-0.89497025,0
Trip10,1.97E-13,-0.992825128,0.041,0.082,5.23E-09,-0.407784842,0
Aprt,5.61E-22,-0.992892201,0.06,0.125,1.49E-17,0,0
Tll1,4.00E-23,-0.993372451,0.08,0.154,1.06E-18,-0.792514708,0
Abcb10,5.53E-44,-1.011494718,0.304,0.448,1.47E-39,0,0
Timm13,4.50E-34,-1.015857444,0.123,0.233,1.20E-29,0,0
Hcfc1r1,2.54E-32,-1.0172841,0.106,0.205,6.75E-28,0,0
Polr2l,1.40E-16,-1.018429616,0.048,0.099,3.73E-12,0.503055968,0
Tex14,3.38E-20,-1.019170786,0.092,0.164,8.99E-16,-0.951357727,0
Nr4a2,8.31E-18,-1.020792666,0.053,0.108,2.21E-13,-1.759335999,0
Asb18,1.13E-06,-1.024116989,0.042,0.068,0.030022154,0,0
Sncg,1.03E-20,-1.024165611,0.061,0.124,2.75E-16,0,0
Ier2,5.81E-19,-1.02842962,0.042,0.095,1.54E-14,-0.823551251,0
Yae1d1,2.70E-36,-1.02994203,0.261,0.393,7.17E-32,0,0
Lrfn4,1.14E-20,-1.031828298,0.055,0.116,3.02E-16,0.379140008,0
Lamb3,1.77E-07,-1.039913442,0.105,0.145,0.004701294,0.891698607,0
Parp16,2.54E-11,-1.041839481,0.095,0.145,6.75E-07,0.392617139,0
Shroom2,1.44E-08,-1.046355287,0.027,0.053,0.000382092,0,0
Ttll12,1.36E-16,-1.048065185,0.063,0.118,3.61E-12,0,0
Alpk2,8.29E-07,-1.049370145,0.031,0.054,0.022027583,0,0.563762485
Loxl2,7.31E-13,-1.060205688,0.04,0.079,1.94E-08,0,0
Il31ra,3.95E-08,-1.061111587,0.029,0.055,0.001051375,0,0
C77080,1.42E-37,-1.062806939,0.239,0.373,3.78E-33,0,0.473460583
Macc1,3.54E-08,-1.067973439,0.026,0.051,0.000939936,-0.782052373,0
Acta1,2.85E-08,-1.07138967,0.027,0.052,0.000756457,0,0
Tmsb15b1,2.14E-11,-1.08045876,0.023,0.052,5.69E-07,0.61714742,0
Catsperd,3.60E-13,-1.081340185,0.075,0.125,9.58E-09,0.420095201,0.415424845
Ankrd9,1.71E-33,-1.085731115,0.084,0.18,4.54E-29,-0.349120591,0
Cenps,6.72E-18,-1.087745686,0.091,0.156,1.79E-13,0.421679221,0.430305258
4931414P19Rik,2.73E-18,-1.092090944,0.091,0.159,7.27E-14,-0.49711234,-1.138604223
Rxfp1,6.44E-44,-1.092367409,0.245,0.393,1.71E-39,0.391913056,0
Egfr,1.06E-08,-1.116585009,0.034,0.062,0.000281583,0,-1.715140793
Ppp1r35,3.22E-11,-1.134804139,0.026,0.057,8.55E-07,0.379068485,0
Muc3a,4.77E-18,-1.135413293,0.048,0.1,1.27E-13,0,0
Haus8,1.53E-19,-1.13914462,0.069,0.132,4.07E-15,-0.416644577,0
Atp5e,7.03E-44,-1.146887064,0.104,0.225,1.87E-39,0,0
Ighm,4.18E-41,-1.161741321,0.081,0.19,1.11E-36,-1.944568534,0
Pole2,3.80E-10,-1.163528126,0.036,0.068,1.01E-05,0,0
Uqcr11,5.41E-57,-1.164933918,0.165,0.322,1.44E-52,0,0
Snhg9,3.88E-43,-1.177009606,0.099,0.217,1.03E-38,0,0
Myh15,2.01E-11,-1.179213489,0.024,0.054,5.34E-07,-0.533592552,0
Bc1,1.71E-18,-1.179629403,0.037,0.087,4.54E-14,0,0
C730002L08Rik,1.46E-87,-1.186522426,0.187,0.396,3.88E-83,0,0
Dppa1,2.72E-11,-1.189407451,0.028,0.059,7.23E-07,-1.013899843,-0.878986774
Snrpf,4.80E-125,-1.18968989,0.302,0.571,1.28E-120,0.828455471,0
Shcbp1l,4.87E-08,-1.200032296,0.054,0.086,0.001294791,0,0
Rassf3,5.78E-48,-1.210632848,0.075,0.192,1.54E-43,-0.489869778,0
Pkp3,1.02E-12,-1.216280032,0.036,0.074,2.70E-08,1.399413239,0
Pim3,1.86E-30,-1.226141289,0.059,0.139,4.96E-26,-0.444324497,0
Gng13,3.62E-32,-1.228199241,0.058,0.141,9.62E-28,0,0
Abhd4,9.92E-11,-1.235184659,0.064,0.105,2.64E-06,0,0
Asap3,3.95E-27,-1.23773936,0.107,0.194,1.05E-22,-0.599394389,0
Xlr5a,4.39E-10,-1.258113196,0.04,0.074,1.17E-05,0,0
Pole,4.65E-10,-1.265003496,0.027,0.056,1.24E-05,0,0
Cdh23,7.30E-10,-1.26895959,0.042,0.076,1.94E-05,0,-0.379672867
Knl1,3.90E-13,-1.278511256,0.026,0.061,1.04E-08,-1.070188608,0
Dapk2,7.95E-14,-1.29417478,0.022,0.055,2.11E-09,0.33418859,0
Sgcd,3.69E-36,-1.295013309,0.429,0.549,9.82E-32,0,0
Sult5a1,2.74E-11,-1.298827868,0.034,0.067,7.28E-07,0,0
Ror2,8.84E-39,-1.313179608,0.098,0.207,2.35E-34,0.348676183,0
Fancd2,4.62E-13,-1.318273964,0.035,0.073,1.23E-08,0.342353815,0
2810403D21Rik,1.19E-43,-1.350604505,0.185,0.323,3.17E-39,0,0
AC160336.1,2.91E-71,-1.352902295,0.154,0.327,7.74E-67,0,0
Junb,8.12E-73,-1.358722609,0.143,0.321,2.16E-68,-0.772011035,0
Egr1,5.84E-73,-1.362677714,0.12,0.289,1.55E-68,-1.21360916,0
Cenpf,4.07E-31,-1.376612277,0.044,0.117,1.08E-26,0,-0.976620508
Gask1b,2.70E-28,-1.418885647,0.037,0.103,7.19E-24,-0.641144269,0
Avil,1.20E-09,-1.44067387,0.048,0.083,3.18E-05,0,0.344102739
Eef1akmt4,1.06E-08,-1.455158238,0.03,0.057,0.000281209,-0.817071368,-0.517563131
Adamts19,1.00E-16,-1.455276675,0.027,0.068,2.67E-12,0.839116633,1.025940825
Aldh1b1,7.75E-25,-1.466998567,0.031,0.089,2.06E-20,0,-1.268423804
Gucy2g,1.35E-22,-1.474703411,0.023,0.071,3.60E-18,-0.939915455,0
Dusp6,2.08E-60,-1.47617696,0.072,0.205,5.54E-56,-0.717295848,0
Prtg,3.77E-43,-1.479295199,0.083,0.194,1.00E-38,0,0
Npas4,2.78E-40,-1.492548914,0.078,0.18,7.40E-36,-1.299789696,0
Cryzl2,1.39E-16,-1.527733426,0.024,0.063,3.69E-12,-0.561495043,-0.537592977
Phactr2,3.73E-24,-1.566058098,0.04,0.1,9.93E-20,0,0
1700034P13Rik,3.15E-20,-1.621588577,0.045,0.101,8.38E-16,0,0
Pde6c,1.27E-14,-1.639230432,0.021,0.056,3.37E-10,0,0
Ubash3a,1.05E-23,-1.641936871,0.06,0.127,2.79E-19,0,0
Olfr655,1.96E-22,-1.651324693,0.046,0.105,5.20E-18,0,0
Smc4,4.11E-12,-1.653167137,0.022,0.053,1.09E-07,0,0
1700094D03Rik,1.50E-17,-1.673659014,0.07,0.129,3.99E-13,0.348203947,0
Adam2,4.56E-61,-1.677878893,0.106,0.252,1.21E-56,-0.352225669,-0.713130556
Usp26,1.44E-18,-1.702323358,0.037,0.085,3.82E-14,0,0
Arc,1.75E-69,-1.715473627,0.061,0.2,4.64E-65,-1.394866221,0
Clic4,1.62E-14,-1.738199405,0.029,0.066,4.32E-10,0,1.401073156
Wfdc8,6.36E-31,-1.738581463,0.025,0.087,1.69E-26,1.122274202,0
Ndc80,1.07E-11,-1.753609247,0.029,0.061,2.84E-07,0,0
2310039L15Rik,9.69E-25,-1.764917492,0.034,0.093,2.58E-20,0,-1.992379013
Olfr1369-ps1,2.09E-18,-1.772833572,0.042,0.093,5.56E-14,-1.077376094,0
Slc8b1,2.59E-14,-1.806469048,0.025,0.061,6.88E-10,-0.550235842,0
Lrp5,3.62E-23,-1.862999243,0.03,0.083,9.61E-19,0.599448627,0
4933439K11Rik,2.15E-15,-1.914839567,0.017,0.05,5.71E-11,0,0.582432075
Chaf1b,2.33E-20,-1.959082696,0.026,0.072,6.19E-16,0.638706618,1.056647823
Ankrd36,2.52E-27,-1.968411648,0.023,0.078,6.71E-23,0,-1.330196068
Ccnb1ip1,2.07E-52,-1.987903784,0.049,0.155,5.51E-48,-1.894799767,-1.423078478
B230312C02Rik,4.00E-99,-2.029353487,0.126,0.331,1.06E-94,-0.45254171,0
Btk,8.64E-54,-2.081059641,0.07,0.191,2.30E-49,0,1.263039163
Acpp,1.15E-21,-2.106012184,0.018,0.061,3.05E-17,0.647268614,-0.504328294
Egr4,8.99E-66,-2.125258539,0.043,0.165,2.39E-61,-1.399891723,0
Ccnb1,6.69E-25,-2.229766367,0.018,0.066,1.78E-20,0,-0.974317728
Casp8,4.61E-19,-2.317647706,0.025,0.069,1.23E-14,0.329612735,0
Ccn1,2.83E-28,-2.649544965,0.009,0.055,7.53E-24,-2.029577916,0
Gm15458,1.91E-06,0.921163617,0.051,0.029,0.050814098,,0
Dnpep,1.91E-06,-0.362621448,0.065,0.097,0.050820917,,0
4632404H12Rik,1.91E-06,-0.323006778,0.073,0.107,0.050834657,,0
Cggbp1,1.92E-06,-0.327600251,0.11,0.149,0.051098335,,0
Gm33651,1.93E-06,1.010618245,0.052,0.031,0.051237584,,0
Gm14455,1.94E-06,-0.353188189,0.087,0.122,0.051643549,,0
Alad,1.95E-06,-0.664306578,0.055,0.084,0.051755984,,0
Stard10,1.95E-06,-0.374772297,0.127,0.168,0.05187865,,0
Mrpl30,1.97E-06,-0.361919275,0.14,0.182,0.05225097,,0
Ptpmt1,1.97E-06,-0.407413113,0.053,0.081,0.052435124,,0
Hpse2,1.97E-06,-0.638106608,0.036,0.06,0.052486363,,0
Ppih,2.00E-06,-0.378860322,0.148,0.19,0.053203672,,0
Mcat,2.01E-06,-0.476793178,0.063,0.093,0.053386461,,0
Grik1,2.02E-06,-0.445267174,0.097,0.134,0.053701979,,0
Bap1,2.05E-06,-0.434796904,0.102,0.138,0.054617449,,0
Noc4l,2.07E-06,-0.663933812,0.044,0.069,0.055144312,,0
Gm12064,2.10E-06,0.398003146,0.435,0.407,0.055857253,,0
Gm42517,2.11E-06,-0.583576168,0.037,0.061,0.056025738,,0
Rnaseh2c,2.16E-06,-0.320833183,0.105,0.143,0.057415056,,0
Tha1,2.17E-06,-0.436016276,0.052,0.08,0.057638433,,0
Ercc2,2.17E-06,-0.407874779,0.09,0.125,0.057735942,,0
Rep15,2.24E-06,-0.977588649,0.05,0.076,0.059638657,,0
Timm17b,2.33E-06,-0.475622495,0.036,0.06,0.062077021,,0
Fam102b,2.37E-06,0.495989856,0.294,0.257,0.062934922,,0
Amhr2,2.39E-06,-0.495848423,0.057,0.086,0.063559538,,0
Chchd5,2.45E-06,-0.799111892,0.029,0.05,0.065266358,,0
Gm9725,2.47E-06,-0.463091285,0.048,0.075,0.065691853,,0
Asphd2,2.47E-06,-0.336072255,0.148,0.19,0.06576798,,0
Sco2,2.51E-06,-0.631154241,0.029,0.05,0.066683482,,0
Gm17259,2.54E-06,-0.350083537,0.034,0.057,0.067446073,,0
Cstb,2.54E-06,-0.497351873,0.04,0.065,0.06764878,,0
Gm31172,2.59E-06,1.047705187,0.062,0.039,0.068765096,,0
Efhc2,2.62E-06,-0.486800922,0.04,0.065,0.069622304,,0
Tomm22,2.67E-06,-0.378116098,0.114,0.152,0.071085343,,0
Gm26807,2.68E-06,0.774703239,0.089,0.062,0.071263938,,0
P4ha3,2.73E-06,0.668735533,0.106,0.076,0.072489259,,0
Tsc22d3,2.75E-06,-0.800936358,0.029,0.051,0.072993153,,0
Sned1,2.77E-06,0.83381121,0.124,0.093,0.073529264,,0
Hist1h2bm,2.84E-06,-0.572198382,0.045,0.071,0.075401947,,0
D730003I15Rik,2.87E-06,-0.512304614,0.044,0.07,0.076228103,,0
Furin,2.87E-06,-0.468526333,0.142,0.182,0.076327321,,0
Kremen1,2.91E-06,-0.419880501,0.083,0.116,0.07728762,,0
Tkfc,2.92E-06,-0.670709401,0.049,0.075,0.077501994,,0
Ccne1,2.92E-06,-0.495968405,0.061,0.09,0.077622885,,0
Scube3,2.97E-06,0.697247113,0.152,0.12,0.07908557,,0
Sox5os3,2.98E-06,0.548053807,0.198,0.161,0.079103889,,0
Myo5c,3.04E-06,-0.344871802,0.174,0.219,0.080791954,,0
Gm10629,3.06E-06,0.457951962,0.267,0.23,0.081238613,,0
Rex1bd,3.24E-06,-0.481973133,0.061,0.09,0.086073993,,0
Ufm1,3.27E-06,-0.417978879,0.104,0.14,0.086909021,,0
Ubald1,3.32E-06,-0.401874862,0.119,0.158,0.08832066,,0
Gpr135,3.36E-06,-0.422568423,0.062,0.091,0.089325945,,0
Dusp5,3.41E-06,-0.350705911,0.059,0.088,0.09053996,,-0.50096704
Adi1,3.43E-06,-0.500919154,0.035,0.058,0.091186914,,0
Gm11884,3.45E-06,-0.420100525,0.188,0.233,0.091834715,,0
Cln5,3.49E-06,-0.330556042,0.069,0.1,0.092844423,,0.455136458
Cbx7,3.62E-06,-0.829498782,0.14,0.18,0.096365338,,0.501391984
Mpzl3,3.65E-06,-0.536862875,0.056,0.084,0.097100846,,0
Exd1,3.73E-06,-0.644948094,0.047,0.073,0.099188281,,0
9330199G10Rik,3.76E-06,-0.480338893,0.097,0.132,0.099865258,,0
Npl,3.81E-06,-1.180358892,0.07,0.099,0.101272277,,0
Gm42556,3.81E-06,0.571885038,0.246,0.212,0.101283359,,0
Atoh7,3.85E-06,-0.32982732,0.045,0.071,0.102238515,,0.76772757
Has1,3.92E-06,0.80885332,0.088,0.061,0.104089966,,0
Npm3,3.94E-06,-0.439596783,0.063,0.092,0.104767471,,0
Adssl1,4.07E-06,-0.773312358,0.037,0.06,0.108132956,,-1.029030415
4930505A04Rik,4.08E-06,0.604100271,0.152,0.119,0.108368893,,0
Gm42788,4.11E-06,0.828812206,0.092,0.065,0.109154669,,0
Ebp,4.15E-06,-0.451895779,0.048,0.075,0.11032678,,-0.473601547
Lrmda,4.16E-06,-0.409879769,0.094,0.128,0.110588353,,0
Zfp970,4.22E-06,-0.509536499,0.052,0.079,0.112309113,,0
Abi3bp,4.30E-06,1.050671606,0.059,0.037,0.114449074,,-0.56474934
Prdx3,4.57E-06,-0.512267978,0.077,0.108,0.121368401,,0
Glis2,4.57E-06,0.440039602,0.26,0.224,0.121522956,,0
Gm17108,4.57E-06,1.025305252,0.074,0.049,0.121610186,,0
Gm47350,4.63E-06,0.443784404,0.205,0.168,0.122960478,,0
Dapk3,4.70E-06,-0.369681087,0.112,0.149,0.124827254,,0
Wrnip1,4.88E-06,-0.352654739,0.136,0.177,0.129856051,,0
Oat,4.89E-06,-0.692907687,0.042,0.066,0.129943464,,0
Vmn2r84,4.92E-06,0.447301668,0.27,0.233,0.130870528,,0
Mrpl17,4.98E-06,-0.45478924,0.089,0.123,0.132268088,,0
Trib1,5.05E-06,-0.43119446,0.084,0.116,0.134339281,,0
Otud1,5.08E-06,-0.353322102,0.047,0.073,0.13503406,,0
Gm15283,5.21E-06,0.409898708,0.347,0.314,0.138444561,,0
Siah3,5.24E-06,0.324732319,0.35,0.314,0.139428771,,0
Rpf1,5.33E-06,-0.525980618,0.071,0.101,0.141598946,,0
Txndc17,5.39E-06,-0.341030202,0.083,0.115,0.143236814,,0
Yeats4,5.44E-06,-0.341510436,0.086,0.12,0.144629461,,0
N4bp2,5.44E-06,-0.765908938,0.045,0.069,0.144736006,,0
Fshr,5.48E-06,-0.466028386,0.031,0.053,0.145591829,,0
Stxbp4,5.49E-06,0.354965148,0.405,0.378,0.146063754,,0
Traf2,5.52E-06,-0.490592304,0.055,0.082,0.146766833,,0
Ccdc167,5.70E-06,0.557118804,0.202,0.167,0.151510323,,0
Slc29a2,5.71E-06,-0.38641599,0.06,0.088,0.151725108,,0
Gm20616,5.73E-06,0.705574482,0.15,0.118,0.152456502,,0
Gm15704,5.80E-06,0.625104275,0.077,0.051,0.154317717,,0
Zfp831,5.97E-06,0.332360696,0.428,0.398,0.158622654,,0
Morrbid,6.03E-06,-0.730248042,0.034,0.056,0.160326075,,0
Casp3,6.07E-06,0.681328905,0.122,0.092,0.161420573,,1.57142434
Spock3,6.12E-06,0.461781799,0.339,0.305,0.162737941,,0
Ltbp1,6.21E-06,-0.369314829,0.248,0.295,0.165203072,,0
Pcna,6.35E-06,-0.469610421,0.039,0.062,0.168820027,,0
Kcnk4,6.48E-06,-1.762089,0.032,0.054,0.172267454,,0
AB041806,6.48E-06,-0.531546882,0.031,0.052,0.172395139,,-0.339613036
Gm9885,6.52E-06,-0.486286405,0.055,0.082,0.173312403,,0
Gm16897,6.53E-06,-0.535856672,0.039,0.062,0.17348678,,0
4930471G03Rik,6.92E-06,1.061537178,0.056,0.035,0.184037878,,-0.60557828
Acp6,6.93E-06,-0.32573807,0.218,0.266,0.184175823,,0
Gm4657,7.04E-06,-0.382780539,0.055,0.081,0.187056853,,0
Stxbp2,7.08E-06,-0.483791791,0.112,0.148,0.188132085,,0
Gm50138,7.16E-06,0.688318431,0.131,0.1,0.190480873,,0
Ufc1,7.31E-06,-0.356222222,0.119,0.157,0.194450797,,0
Gm13619,7.32E-06,0.540427532,0.203,0.169,0.194718276,,0
Aamdc,7.55E-06,0.452573668,0.308,0.275,0.200661173,,0
Pola2,7.55E-06,-0.348085577,0.083,0.115,0.200683163,,0
Gm26811,7.58E-06,0.772488122,0.083,0.058,0.20147786,,0
Gm50012,7.81E-06,0.610447259,0.079,0.054,0.207585488,,0
Adamts6,7.95E-06,0.502206565,0.151,0.118,0.211290463,,1.214434533
Matn2,8.02E-06,0.416843411,0.323,0.293,0.213135817,,0
Trappc1,8.38E-06,-0.444429299,0.079,0.11,0.222713852,,0
Thap7,8.45E-06,-0.425837878,0.035,0.057,0.224568844,,0
1110032F04Rik,8.56E-06,-0.500342376,0.044,0.069,0.227602268,,-0.603389452
Flywch2,8.62E-06,-0.389311752,0.041,0.065,0.229120044,,0
Lmntd1,8.63E-06,0.610900991,0.162,0.129,0.229528939,,0
Pmpcb,8.85E-06,-0.390743369,0.111,0.146,0.235332095,,0
Cmtr2,9.09E-06,-0.485192426,0.031,0.051,0.241648945,,-0.395079773
Gm43190,9.15E-06,0.340934157,0.416,0.39,0.243316526,,0
Pusl1,9.32E-06,-0.369788817,0.083,0.115,0.247862856,,0
Gm28578,9.46E-06,-0.498031578,0.107,0.141,0.251557051,,0
Gm50270,9.50E-06,0.540938054,0.2,0.167,0.252533212,,0
Gm14023,9.71E-06,-0.498142873,0.038,0.06,0.258087699,,0
Atg101,9.75E-06,-0.388236095,0.087,0.12,0.259131832,,0
2410002F23Rik,9.85E-06,-0.446083963,0.105,0.139,0.261972818,,0.334450813
Nme6,9.88E-06,-0.448683785,0.04,0.063,0.262788148,,0
Kctd7,9.89E-06,-0.560917249,0.047,0.071,0.263047712,,0
Gm15952,1.00E-05,0.349965939,0.42,0.392,0.266338123,,0
B230369F24Rik,1.04E-05,-0.356798813,0.08,0.111,0.276516676,,0.44191208
Ddit3,1.05E-05,0.606682219,0.142,0.111,0.278417905,,0.993588803
Gm11713,1.05E-05,0.939106678,0.078,0.054,0.27973336,,0
Bsdc1,1.07E-05,0.342427531,0.355,0.322,0.283309739,,0.38194527
Gm10791,1.08E-05,0.449061059,0.136,0.105,0.287408061,,0
Gm20721,1.09E-05,0.616578769,0.178,0.145,0.29018521,,0
Tmem35a,1.12E-05,-0.418256277,0.061,0.088,0.298993705,,0
Slit1,1.14E-05,0.557574443,0.219,0.186,0.30263124,,0
Gm15706,1.14E-05,-0.328782793,0.076,0.106,0.30430875,,0
Rsl24d1,1.17E-05,-0.418204327,0.066,0.095,0.310488548,,0
AV356131,1.18E-05,-0.521064076,0.031,0.052,0.312676063,,1.067656238
Gm14342,1.22E-05,-0.65598277,0.041,0.064,0.32556139,,0
Zkscan17,1.23E-05,-0.767393591,0.083,0.113,0.326004056,,0
Col7a1,1.23E-05,-0.346904203,0.069,0.098,0.326317704,,1.039804881
Mpi,1.25E-05,-0.365049432,0.162,0.202,0.331585644,,0
Gm26788,1.29E-05,0.542784264,0.199,0.166,0.342938015,,0
Tomm40l,1.30E-05,-0.519294608,0.083,0.113,0.346673617,,0
Gm17733,1.33E-05,-0.515107925,0.031,0.051,0.353578457,,0
Gm26638,1.36E-05,0.357948079,0.225,0.187,0.361884548,,0
Zfp703,1.37E-05,-0.371511185,0.099,0.132,0.36485499,,0
Scnm1,1.38E-05,-0.396690786,0.081,0.111,0.367232801,,0
Gm26692,1.40E-05,-0.576087528,0.032,0.052,0.371616066,,0
Slc16a11,1.40E-05,0.713499099,0.095,0.068,0.372337313,,0.830443973
Gm11201,1.41E-05,0.672056913,0.083,0.058,0.374722428,,0
Mesd,1.41E-05,-0.329788056,0.116,0.152,0.375449524,,0
Abtb1,1.42E-05,-0.345899101,0.136,0.174,0.378427136,,0
Kcnj13,1.44E-05,0.622228516,0.147,0.116,0.383782926,,0
Tnfsf13b,1.44E-05,-0.596960466,0.039,0.061,0.383926451,,0
Mbtps2,1.46E-05,0.368614433,0.334,0.299,0.38804307,,0
9830144P21Rik,1.50E-05,0.842655731,0.063,0.041,0.398261042,,0
4933421D24Rik,1.50E-05,0.794139167,0.08,0.056,0.398333751,,-0.758374365
Utp14b,1.50E-05,-0.392844008,0.06,0.086,0.399016157,,0
Wdr90,1.53E-05,-0.360458941,0.119,0.154,0.406963994,,0
Gm41333,1.54E-05,0.464181106,0.229,0.195,0.409354589,,0
Cables1,1.58E-05,0.434947104,0.257,0.222,0.418820207,,0.441945291
Milr1,1.58E-05,-0.675458212,0.033,0.054,0.418830002,,0
Slc35g1,1.62E-05,-0.462165421,0.057,0.083,0.430357656,,0
Ctxn2,1.62E-05,-0.508266031,0.047,0.071,0.431279583,,1.186496291
Lrrc3b,1.65E-05,0.487930326,0.213,0.18,0.439291879,,0
5830448L01Rik,1.67E-05,-0.368212167,0.034,0.055,0.443099475,,0.416651465
Mrpl11,1.67E-05,-0.400100173,0.054,0.079,0.443586553,,0
Eepd1,1.70E-05,-0.434622805,0.071,0.1,0.453263944,,-0.657323309
Gm45406,1.72E-05,0.770874875,0.084,0.059,0.456933967,,0
Gm43192,1.72E-05,0.463765857,0.207,0.174,0.458144195,,0
Orc1,1.72E-05,0.413298293,0.191,0.157,0.458396215,,0
Gm12446,1.73E-05,-0.371799043,0.084,0.115,0.459538121,,0
Gm13187,1.78E-05,0.432794814,0.278,0.248,0.473142301,,0
Rbmxl1,1.80E-05,-0.336824563,0.083,0.115,0.479069865,,0
AW046200,1.82E-05,-0.479310849,0.044,0.067,0.482848495,,-0.504386337
Pld5,1.85E-05,-0.646547137,0.036,0.057,0.49279682,,0
Tmem223,1.86E-05,-0.387705827,0.108,0.141,0.495145253,,0
Psrc1,1.89E-05,-0.493526116,0.085,0.115,0.501183568,,0
2700038G22Rik,1.89E-05,-0.827207884,0.035,0.055,0.501289957,,0
Taf9,1.92E-05,-0.342600277,0.039,0.061,0.509558639,,0
Ddost,1.92E-05,-0.364164344,0.085,0.116,0.510999649,,0.545681127
