,RNA.IC_1d,RNA.IC_3d,RNA.IC_7d,RNA.Uninjured,Minimum,,14856
Smc6,0.637816678,0.614226849,0.590611762,0.57644962,0.57644962,,
Smchd1,0.665535463,0.725479247,1.101144606,0.642210862,0.642210862,,
Smco1,0.00276037,0.00196359,0.001869718,0.004171376,0.001869718,,
Smco2,0.000782694,0.007834923,0.00599952,0.002998548,0.000782694,,
Smco3,0.002690346,0.008497831,0.022656982,0.019980613,0.002690346,,
Smco4,0.001792494,0.001387501,0,0.000249729,0,,
Smcp,0.002150928,0.063425448,0,0,0,,
Smcr8,0.027005582,0.035763744,0.017744177,0.017362032,0.017362032,,
Smdt1,0.042185185,0.045895396,0.235970394,0.101719471,0.042185185,,
Smg1,2.048044559,2.195934355,1.205197996,1.416753867,1.205197996,,
Smg5,0.626244688,0.589025719,0.717044491,0.638722667,0.589025719,,
Smg6,1.949259577,2.540124989,1.991850587,1.719271833,1.719271833,,
Smg7,1.01741828,0.840060663,0.65969452,0.733563279,0.65969452,,
Smg8,0.017570391,0.013706174,0.01320884,0.015714704,0.01320884,,
Smg9,0.361988921,0.244972027,0.289973977,0.239645756,0.239645756,,
Smim1,0.048584844,0.016273682,0.218807655,0.144728226,0.016273682,,
Smim10l1,0.103172721,0.115587377,0.19212513,0.096679715,0.096679715,,
Smim10l2a,0.006767333,0.005815023,0.030395222,0.026207095,0.005815023,,
Smim11,0.017849358,0.024338928,0.029485344,0.021251435,0.017849358,,
Smim12,0.021947332,0.051335595,0.141580585,0.049150384,0.021947332,,
Smim13,0.625267151,0.349921892,0.906575241,0.679782509,0.349921892,,
Smim14,2.304466684,2.079143524,1.864129549,1.926948834,1.864129549,,
Smim15,0.033633047,0.042934495,0.124551086,0.038390886,0.033633047,,
Smim17,0.038785906,0.059321853,0.061762604,0.097196005,0.038785906,,
Smim18,0.011253836,0.012966272,0.031326654,0.049507893,0.011253836,,
Smim19,0.076596416,0.11321606,0.452502721,0.284394015,0.076596416,,
Smim20,0.052919748,0.089369887,0.106729303,0.075595123,0.052919748,,
Smim22,0,0,0,0.001098636,0,,
Smim23,0,0,0,0,0,,
Smim24,0.001697321,0.000716085,0.003353004,0.001000681,0.000716085,,
Smim26,0.011588957,0.005162099,0.025223004,0.024533196,0.005162099,,
Smim27,0.004440228,0.010459168,0.01074429,0.004083855,0.004083855,,
Smim3,0.045896328,0.184459937,0.017653848,0.004375993,0.004375993,,
Smim31,0.00522768,0.000990083,0.012989815,0.010120815,0.000990083,,
Smim38,0.030387351,0.006413627,0.039829819,0.020590991,0.006413627,,
Smim4,0.240441774,0.308816079,0.621155139,0.511473294,0.240441774,,
Smim40,0.000336424,0.002147633,0,0.001672259,0,,
Smim41,0.002512292,0.001154905,0.001982396,0.001051757,0.001051757,,
Smim5,0.004586122,0.003813874,0.015032983,0.005999546,0.003813874,,
Smim6,0,0,0.013672028,0.000400118,0,,
Smim7,0.077443374,0.091259994,0.138446977,0.068207054,0.068207054,,
Smim8,0.047348631,0.129723375,0.152485225,0.111047061,0.047348631,,
Smim9,0.019574906,0.00364217,0,0.004873285,0,,
Smn1,0.103942454,0.126291931,0.13016655,0.096504317,0.096504317,,
Smndc1,0.143583181,0.087221883,0.137171096,0.096813072,0.087221883,,
Smo,0.00856652,0.011733399,0.017477746,0.004662927,0.004662927,,
Smoc1,0.043282875,0.048805233,0.034396458,0.031383715,0.031383715,,
Smoc2,0.008620792,0.036154984,0.028239474,0.001836742,0.001836742,,
Smox,0.161544785,0.222894737,0.130456829,0.07526405,0.07526405,,
Smpd1,0.037479004,0.052612615,0.061855393,0.052626564,0.037479004,,
Smpd2,0.005088672,0.014183234,0.01084856,0.004735235,0.004735235,,
Smpd3,1.0705786,0.74475703,1.271466202,1.516166733,0.74475703,,
Smpd4,0.380490312,0.298722039,0.493508502,0.365520297,0.298722039,,
Smpd5,0,0.001467945,0,0,0,,
Smpdl3a,0.020675961,0.021386727,0.026053525,0.02858399,0.020675961,,
Smpdl3b,0.013897076,0.05684947,0.037069477,0.010489276,0.010489276,,
Smpx,0.003699518,0,0.011507633,0.022813751,0,,
Sms,0.406340449,0.436188566,0.593255667,0.540713857,0.406340449,,
Smtn,0.002176915,0.001249719,0.004449728,0.001147681,0.001147681,,
Smtnl2,0,0,0,0,0,,
Smu1,0.177029432,0.127215637,0.118261896,0.128869777,0.118261896,,
Smug1,0.080644579,0.113690959,0.147683811,0.114323323,0.080644579,,
Smurf1,1.13246438,0.771680385,0.597094273,0.61750523,0.597094273,,
Smurf2,0.728718736,0.922315114,0.547764568,0.573307697,0.547764568,,
Smyd1,0.017461714,0.032888683,0.108570688,0.04705622,0.017461714,,
Smyd2,0.149321931,0.195532457,0.22569955,0.242100584,0.149321931,,
Smyd3,2.37677997,3.276829923,2.35318964,2.166888614,2.166888614,,
Smyd4,0.480403245,0.476643446,0.699089223,0.321416138,0.321416138,,
Smyd5,0.113336713,0.195134166,0.221243039,0.15008138,0.113336713,,
Snai2,0.014571703,0.016293709,0.021790108,0.004701088,0.004701088,,
Snai3,0.003438687,0.000461511,0,0,0,,
Snap23,0.281633882,0.301054446,0.295791884,0.316611303,0.281633882,,
Snap25,11.70771319,7.333568379,8.231034101,10.10468097,7.333568379,,
Snap29,0.105571691,0.135419034,0.144975064,0.099201821,0.099201821,,
Snap47,0.514180433,0.656371446,0.622724018,0.509273683,0.509273683,,
Snap91,4.631038301,5.245179645,2.899439579,2.788757194,2.788757194,,
Snapc1,0.191421408,0.136777947,0.26126008,0.281587697,0.136777947,,
Snapc2,0.041477054,0.084323562,0.101815976,0.070370713,0.041477054,,
Snapc3,0.687141338,0.879913459,0.876745384,0.684825602,0.684825602,,
Snapc4,0.239155771,0.272186655,0.206054414,0.179130913,0.179130913,,
Snapc5,0.043470876,0.053732303,0.121508622,0.047221633,0.043470876,,
Snapin,0.035918497,0.039082075,0.086932002,0.051841821,0.035918497,,
Snca,1.873173085,0.860863847,0.723917412,1.023057409,0.723917412,,
Sncaip,0.001656935,0.004291414,0.011834718,0.000639918,0.000639918,,
Sncb,0.185133351,0.231075992,0.836233524,0.424729185,0.185133351,,
Snd1,1.152532458,1.366153818,1.193201089,1.033876103,1.033876103,,
Sned1,0.063952598,0.065700954,0.379531972,0.116048885,0.063952598,,
Snf8,0.312419158,0.437166693,0.262967763,0.261235288,0.261235288,,
Snhg1,0.070420516,0.085854827,0.112751903,0.056948552,0.056948552,,
Snhg10,0.021746658,0.04184672,0.064406155,0.038728583,0.021746658,,
Snhg11,44.2538122,43.62738774,51.58628936,45.09057096,43.62738774,,
Snhg12,0.09260382,0.093436004,0.22180429,0.154632093,0.09260382,,
Snhg14,10.12526282,10.2182607,7.475946989,8.61010328,7.475946989,,
Snhg15,0.009385369,0.016294077,0.025975529,0.018905917,0.009385369,,
Snhg16,0.015951385,0.026311116,0.022635538,0.020322153,0.015951385,,
Snhg17,0.039180977,0.038392741,0.069501612,0.044122081,0.038392741,,
Snhg20,0.190946213,0.192344485,0.485384614,0.313018242,0.190946213,,
Snhg3,0.030408297,0.067127859,0.078101906,0.04476664,0.030408297,,
Snhg4,0.05853861,0.093979698,0.152087614,0.136147731,0.05853861,,
Snhg4.1,0.014279209,0.02773616,0.019951952,0.013464856,0.013464856,,
Snhg5,0.015000579,0.024828468,0.024526331,0.019648878,0.015000579,,
Snhg6,0.013854139,0.01804218,0.058300734,0.034406441,0.013854139,,
Snhg7os,0,0.002615456,0,0,0,,
Snhg8,0.016159023,0.020553127,0.052848923,0.018996894,0.016159023,,
Snhg9,0.060121321,0.020874205,0.086993321,0.071426396,0.020874205,,
Snip1,0.033281228,0.035068691,0.059378136,0.046145073,0.033281228,,
Snn,0.03314745,0.042789017,0.036845856,0.050634529,0.03314745,,
Snorc,0.007499925,0.0032847,0,0.00506096,0,,
Snph,2.825229737,2.929468908,2.414146655,2.064267323,2.064267323,,
Snrk,0.269327671,0.291255728,0.454456259,0.455695917,0.269327671,,
Snrnp200,0.134319706,0.183981631,0.203301071,0.150812328,0.134319706,,
Snrnp25,0.021940495,0.014077098,0.026759518,0.022115884,0.014077098,,
Snrnp27,0.217610568,0.16539355,0.431193133,0.231896231,0.16539355,,
Snrnp35,0.021731322,0.052311232,0.065861733,0.031588808,0.021731322,,
Snrnp40,0.203369456,0.323674463,0.278477615,0.208414319,0.203369456,,
Snrnp48,1.138767062,1.031463572,1.01519755,1.044191041,1.01519755,,
Snrnp70,6.230379314,5.334919986,4.927458342,3.162408154,3.162408154,,
Snrpa,0.115750577,0.165365944,0.145933714,0.109203809,0.109203809,,
Snrpa1,0.117140989,0.087560135,0.163015105,0.139113309,0.087560135,,
Snrpb,0.268058986,0.292764396,0.318305698,0.281151406,0.268058986,,
Snrpb2,0.058874354,0.062452584,0.078217439,0.07672612,0.058874354,,
Snrpc,0.076518369,0.128585775,0.169675854,0.102466846,0.076518369,,
Snrpd1,0.152003975,0.18435019,0.350796709,0.203656227,0.152003975,,
Snrpd2,0.046491369,0.02014435,0.127913001,0.063163332,0.02014435,,
Snrpd3,0.127308634,0.130082347,0.317444037,0.195507762,0.127308634,,
Snrpe,0.033827154,0.062167759,0.096355501,0.05571085,0.033827154,,
Snrpf,0.063698633,0.117754101,0.035472813,0.087813925,0.035472813,,
Snrpg,0.120856745,0.155530538,0.314433696,0.158062527,0.120856745,,
Snrpn,0.754975414,1.373974469,2.091475858,1.248985683,0.754975414,,
Snta1,0.42601651,0.549683959,0.419438579,0.462581586,0.419438579,,
Sntb1,0.003604283,0.003566789,0.004029658,0.00303211,0.00303211,,
Sntb2,3.020156257,3.374665594,3.753463927,2.001520319,2.001520319,,
Sntg1,6.062855696,5.782066398,3.771481537,7.800106858,3.771481537,,
Sntg2,0.007431277,0.086154457,0,0.003202187,0,,
Snu13,0.077026141,0.054699382,0.169789251,0.095002415,0.054699382,,
Snupn,0.389257688,0.364814131,0.319743554,0.257958106,0.257958106,,
Snw1,0.330494055,0.410779262,0.820663529,0.561095134,0.330494055,,
Snx1,0.779487106,0.977115966,0.429870568,0.296468784,0.296468784,,
Snx10,1.668715498,1.612653548,1.017372371,1.051688138,1.017372371,,
Snx11,0.131583855,0.114541155,0.20309616,0.155411786,0.114541155,,
Snx12,0.288465553,0.469737816,0.360274634,0.244496737,0.244496737,,
Snx13,0.649090625,0.86600486,0.643003154,0.766615761,0.643003154,,
Snx14,0.467067064,0.571808894,0.512174217,0.529031864,0.467067064,,
Snx15,0.104895787,0.242533488,0.107590116,0.095771746,0.095771746,,
Snx16,0.305626134,0.337962978,0.457325693,0.25075275,0.25075275,,
Snx17,0.080926895,0.113016674,0.083847136,0.072215672,0.072215672,,
Snx18,0.248876225,0.177112138,0.238580944,0.105140945,0.105140945,,
Snx19,0.179063958,0.195361759,0.263593311,0.186450433,0.179063958,,
Snx2,0.253804735,0.395327737,0.388377144,0.297364207,0.253804735,,
Snx20,0.004047144,0.000813337,0.037026174,0.01350434,0.000813337,,
Snx21,0.504293245,0.516874153,0.748547694,0.446584325,0.446584325,,
Snx22,0.003745462,0.002049736,0.017009786,0.005844438,0.002049736,,
Snx24,1.009498627,1.568854696,1.388882203,1.267556745,1.009498627,,
Snx25,1.106686329,0.839546844,0.650031637,0.614923876,0.614923876,,
Snx27,0.495124268,0.650673067,0.479463061,0.419303268,0.419303268,,
Snx29,1.391253116,2.135350775,1.192764427,1.053600608,1.053600608,,
Snx3,0.4181219,0.514846106,0.511740893,0.555134152,0.4181219,,
Snx30,0.889358407,1.069457586,0.905036922,0.739163397,0.739163397,,
Snx31,0.003929143,0.004666152,0,0.000262254,0,,
Snx32,1.184148425,0.988519047,2.492847164,1.819391093,0.988519047,,
Snx33,0.001156284,0.005942616,0,0.000315601,0,,
Snx4,0.478105074,0.369674946,0.34724072,0.316077091,0.316077091,,
Snx5,0.36076353,0.312029379,0.238985125,0.204940345,0.204940345,,
Snx6,0.528476572,0.526332087,0.459062587,0.35874474,0.35874474,,
Snx7,0.345723853,0.710268552,0.491663288,0.428818417,0.345723853,,
Snx8,0.014486082,0.028096191,0.00266809,0.001855958,0.001855958,,
Snx9,0.376195837,0.49789942,0.186160771,0.170790683,0.170790683,,
Soat1,0.232156809,0.253755998,0.329713157,0.227061134,0.227061134,,
Soat2,0.019654856,0.010096563,0.039928897,0.010567728,0.010096563,,
Sobp,2.747106249,2.400262928,1.752752113,2.35670662,1.752752113,,
Socs1,0.000677899,0.003141536,0.006351941,0.002770912,0.000677899,,
Socs2,0.109817529,0.423595338,0.029408026,0.30778832,0.029408026,,
Socs3,0.022146807,0.042892978,0,0.002301822,0,,
Socs4,0.070538955,0.09580394,0.140560168,0.071798132,0.070538955,,
Socs5,0.220510439,0.31387398,0.18811054,0.172877077,0.172877077,,
Socs6,0.288385694,0.464200647,0.344216598,0.287059086,0.287059086,,
Socs7,0.646735548,0.586323816,0.478125702,0.405398782,0.405398782,,
Sod1,0.103688711,0.111528145,0.180515756,0.121388302,0.103688711,,
Sod2,0.640711017,0.890844076,0.644061774,0.632628424,0.632628424,,
Sod3,0.000435389,0,0.001640097,0.001150457,0,,
Soga1,0.018469131,0.19618426,0.068777117,0.018164001,0.018164001,,
Soga3,1.520482972,2.152522875,1.830190682,1.559773716,1.520482972,,
Sohlh1,0,0.003304675,0,0,0,,
Sohlh2,0,0.000669469,0,0,0,,
Son,3.709344614,2.695378198,5.187859197,3.350122608,2.695378198,,
Sorbs1,5.025031807,4.955563356,2.966151255,3.600511056,2.966151255,,
Sorbs2,2.17359282,1.273680335,2.068480422,2.478490014,1.273680335,,
Sorbs2os,0.281448913,0.097221224,1.413887418,1.106307038,0.097221224,,
Sorbs3,0.006288498,0.003943771,0.018028303,0.001981774,0.001981774,,
Sorcs1,11.04912051,8.786677608,8.220638176,9.481256077,8.220638176,,
Sorcs2,3.022545243,2.123015566,1.536391438,2.104652945,1.536391438,,
Sorcs3,0.838356429,0.569432101,0.317790824,0.226685027,0.226685027,,
Sord,0.045743797,0.133499404,0.043194663,0.054408495,0.043194663,,
Sorl1,3.813001899,1.776397967,2.261475959,3.17400242,1.776397967,,
Sort1,0.768940661,0.736782872,0.938803132,1.312042109,0.736782872,,
Sos1,0.663263411,0.768368138,0.635858947,0.650292678,0.635858947,,
Sos2,0.616373897,0.86050537,0.602953736,0.452723451,0.452723451,,
Sowaha,0.011273926,0.009046231,0.053466324,0.029613332,0.009046231,,
Sowahb,0.00586336,0.000843783,0.001267042,0.012617527,0.000843783,,
Sowahc,0.003361105,0.006545493,0.004090314,0.001682371,0.001682371,,
Sox1,0,0.001700961,0,0,0,,
Sox10,0.001722299,0.013332027,0.002583178,0.001615961,0.001615961,,
Sox11,0.055484816,0.824893839,0.289290964,0.036955663,0.036955663,,
Sox12,0.038025495,0.03869114,0.091955698,0.039308417,0.038025495,,
Sox13,0,0.006160842,0.009363296,0.000498454,0,,
Sox17,0,0.001186963,0,0,0,,
Sox1ot,0.008525149,0.004967347,0.028311692,0.012038137,0.004967347,,
Sox2,0,0,0,0,0,,
Sox2ot,0.383117924,0.205156008,0.503250087,0.187953351,0.187953351,,
Sox30,0.003567472,0.002054285,0.007966012,0.004988286,0.002054285,,
Sox4,0.078203742,0.105827687,0.198502372,0.090426406,0.078203742,,
Sox5,12.78275389,15.14423705,11.34692637,10.45423796,10.45423796,,
Sox5it,0.003777598,0.007716833,0,0.003620102,0,,
Sox5os1,0.000193684,0,0.006292492,0.002921746,0,,
Sox5os2,0.244141387,0.272806288,0.755958545,0.535076765,0.244141387,,
Sox5os3,0.07471508,0.053079372,0.322481896,0.194713221,0.053079372,,
Sox5os4,0.794392296,0.897491854,2.94687341,1.97920163,0.794392296,,
Sox5os5,0,0,0,0.000590411,0,,
Sox6,0.002313054,0.151837244,0.013391839,0.005269738,0.002313054,,
Sox7,0,0.011508632,0,0,0,,
Sox8,0.050832586,0.034435137,0.085744366,0.078939399,0.034435137,,
Sox9,0.01751842,0.052552719,0.065175688,0.020867039,0.01751842,,
Sp1,0.208367212,0.29052651,0.190426591,0.149290816,0.149290816,,
Sp100,0.000605931,0.004468714,0.038111244,0.00173185,0.000605931,,
Sp110,0,0,0,0,0,,
Sp140,0.020369561,0.000812788,0.046081042,0.01354842,0.000812788,,
Sp2,0.176260186,0.129203192,0.170414146,0.134898946,0.129203192,,
Sp3,0.266819544,0.366520941,0.2361653,0.22614332,0.22614332,,
Sp3os,0.089571681,0.117981871,0.147075706,0.096625347,0.089571681,,
Sp4,0.392998169,0.428787561,0.357388601,0.329258524,0.329258524,,
Sp6,0.003402576,0.002182278,0.021639147,0.003411975,0.002182278,,
Sp7,0.002990392,0.002463414,0,0.000339659,0,,
Sp9,0.004651521,0.002125282,0.058397607,0.02623131,0.002125282,,
Spa17,0.004170624,0.022858352,0.03788976,0.021843824,0.004170624,,
Spaar,0.011178806,0,0,0.000916434,0,,
Spaca1,0.000443279,0.001035606,0,0.000634949,0,,
Spaca3,0.003067294,0.002563051,0.004810674,0.009168607,0.002563051,,
Spaca6,0.423701592,0.621795614,0.581529097,0.403767104,0.403767104,,
Spaca7,0,0.00164959,0.002339291,0.000587026,0,,
Spaca9,0.014283936,0.012394779,0.029517659,0.011434136,0.011434136,,
Spag1,0.211241425,0.190640042,0.168378198,0.155647347,0.155647347,,
Spag16,0.02653769,0.024409413,0.078086901,0.016207425,0.016207425,,
Spag17,0.037379969,0.141768828,0.086492079,0.087057245,0.037379969,,
Spag4,0.049277657,0.02357929,0.03506618,0.052668421,0.02357929,,
Spag5,0.026356071,0.012051145,0.002795394,0.007588286,0.002795394,,
Spag6,0.056722203,0.061996942,0.077607173,0.058668804,0.056722203,,
Spag6l,0.072570043,0.150337246,0.090880773,0.098255312,0.072570043,,
Spag7,0.027633406,0.044836487,0.069620044,0.038601946,0.027633406,,
Spag8,0.002615271,0.00466473,0,0.001286178,0,,
Spag9,4.388829281,3.306064261,4.163074975,2.813250003,2.813250003,,
Sparc,0.002845836,0.006410738,0,0.002493082,0,,
Sparcl1,1.020573513,1.239538633,0.562497448,0.574695102,0.562497448,,
Spast,0.458985311,0.728139721,0.726556871,0.554627312,0.458985311,,
Spata1,0.284009438,0.289078259,0.486228697,0.191940573,0.191940573,,
Spata13,0.03170838,0.620227646,0.269606386,0.010725068,0.010725068,,
Spata16,0.064558554,0.031554514,0.141842197,0.31525994,0.031554514,,
Spata17,0.04827632,0.073114305,0.068056237,0.097780486,0.04827632,,
Spata18,0,0,0,0,0,,
Spata19,0.006339151,0.000833714,0,0.001735373,0,,
Spata2,0.188552067,0.125823437,0.34423539,0.198715882,0.125823437,,
Spata21,0.002039303,0.020549479,0.00516532,0.008139325,0.002039303,,
Spata24,0.027255769,0.053144673,0.073351663,0.045089489,0.027255769,,
Spata25,0.001949851,0.002732805,0,0.001783872,0,,
Spata2l,0.067815227,0.056517696,0.124850286,0.087313657,0.056517696,,
Spata3,0,0.000549336,0,0,0,,
Spata31d1a,0.016432249,0.018861056,0.023193334,0.010667233,0.010667233,,
Spata31d1b,0,0,0,0,0,,
Spata31d1d,0,0.002790601,0,0,0,,
Spata32,0.028481436,0.026146988,0.024383106,0.048535989,0.024383106,,
Spata33,0.032197197,0.025325652,0.064242245,0.05540656,0.025325652,,
Spata4,0.001860027,0.000343425,0.010260332,0.009403828,0.000343425,,
Spata45,0.004933291,0.018569929,0.047800955,0.017603861,0.004933291,,
Spata46,0.018772129,0.013456067,0.091432254,0.04802371,0.013456067,,
Spata48,0.067559894,0.036774279,0.059080013,0.03028082,0.03028082,,
Spata5,0.572658639,0.681973572,0.513313081,0.567090551,0.513313081,,
Spata5l1,0.003262421,0.001154189,0.008088012,0.006712079,0.001154189,,
Spata6,0.071702075,0.177443365,0.213416478,0.057572662,0.057572662,,
Spata7,0.973863924,1.514568335,1.204207407,1.184563275,0.973863924,,
Spata9,0.002915491,0.008453849,0.037576997,0.025939513,0.002915491,,
Spatc1,0.007759047,0.001941988,0.001411552,0.004217258,0.001411552,,
Spatc1l,0.002952525,0,0,0.000699668,0,,
Spats1,0.041965108,0.05902893,0.17879356,0.134566703,0.041965108,,
Spats2,1.30145121,1.053516888,0.598543238,0.644572867,0.598543238,,
Spats2l,0.070705184,0.205467294,0.091450249,0.062747385,0.062747385,,
Spc24,0.006977338,0.02299419,0.014547881,0.016837444,0.006977338,,
Spc25,0.008178193,0.007285206,0.00112405,0.019323361,0.00112405,,
Spcs1,0.028167768,0.030290765,0.105183615,0.049686694,0.028167768,,
Spcs2,0.137172859,0.189635043,0.307428973,0.186172032,0.137172859,,
Spcs3,0.136462872,0.074287831,0.124593309,0.080124298,0.074287831,,
Spdef,0.008438779,0.018152338,0.002592213,0.011482325,0.002592213,,
Spdl1,0.003897865,0.021945813,0.005785183,0.00730906,0.003897865,,
Spdya,0.040320947,0.079015543,0.115778119,0.0587435,0.040320947,,
Spdye4a,0,0,0.003420909,0.000662511,0,,
Spdye4b,0.001395316,0.008929029,0,0.000140488,0,,
Specc1,3.840324391,2.492857839,4.111647448,2.507135187,2.492857839,,
Specc1l,0.706108133,0.924295672,0.751270052,0.688833617,0.688833617,,
Speer4a,0,0.003077752,0,0,0,,
Speer4b,0.006490535,0.004767682,0.023139746,0.023108117,0.004767682,,
Speer4cos,0.000537884,0.005220077,0,0.000678563,0,,
Spef1,0.027745253,0.017492362,0.018496969,0.02175794,0.017492362,,
Spef2,0.035997016,0.047525119,0.112275513,0.018719015,0.018719015,,
Speg,0.740047048,0.853550261,0.874983333,0.658049511,0.658049511,,
Spem1,0.001886487,0.000730533,0,0.000423829,0,,
Spen,0.808368723,0.573717307,0.549867169,0.403672476,0.403672476,,
Spg11,0.229225897,0.309263818,0.228091804,0.196979153,0.196979153,,
Spg20,0.069463864,0.077814326,0.066567555,0.075490997,0.066567555,,
Spg21,0.100224518,0.10407698,0.04515819,0.053276281,0.04515819,,
Spg7,0.392255021,0.446698158,0.60666499,0.495279246,0.392255021,,
Sphk1,0.053833639,0.034547709,0,0.003686917,0,,
Sphk2,0.040241379,0.039015192,0.035576435,0.024818604,0.024818604,,
Sphkap,2.127831757,4.072023057,4.422796498,2.536865857,2.127831757,,
Spi1,0.000661911,0.001659709,0.010575296,0.001467717,0.000661911,,
Spic,0,0,0,0,0,,
Spice1,0.126152496,0.11360715,0.169108227,0.162485422,0.11360715,,
Spidr,0.061034648,0.18320386,0.086822722,0.052921012,0.052921012,,
Spin1,0.316103609,0.374906015,0.300099079,0.286212365,0.286212365,,
Spin2c,0.000538583,0.004389366,0.003978991,0.003782973,0.000538583,,
Spin4,0.001629471,0,0,0.000246532,0,,
